post_no,type,writer,body,time
926901723,comment,Kitchen B1,느타리버섯볶음이 품절되어 비엔나소시지볶음이 제공됩니다.,3월 14일 오후 1:20
926901723,comment,Kitchen B1,중식1코스 품절되었습니다,3월 14일 오후 1:40
926901726,body,kitchen B1,"[COURSE1]
<석식NEW>명란크림우동,우동국물,가라아게튀김,초생강*락교
923kcal(단백질: 37g)Na함량: 1143mg(염도: 0.5%)
[COURSE2]
사골우거지탕,잡곡밥,옛날소시지전*케첩,명엽채볶음,양념깻잎지
727kcal(단백질: 33g)Na함량: 1183mg(염도: 0.8%)
[샐러드바]
그린샐러드, 실곤약샐러드, 다시마튀각
현미밥/백미밥, 포기김치/열무김치",2024년 3월 14일 오후 6:03
926901726,comment,kitchen B1,석식 1코스 가라아게튀김 대체로 교자만두가 제공됩니다,3월 14일 오후 7:35
926901727,body,Kitchen B1,"[COURSE1]
돼지양념구이,잡곡밥,콩가루배추국,숙주나물,상추쌈*쌈장
844kcal(단백질: 42g)Na함량: 1148mg(염도: 0.5%)
[COURSE2]
소고기미나리볶음밥,미소시루,카레크로켓,마늘쫑무침
843kcal(단백질: 34g)Na함량: 1128mg(염도: 0.4%)
[샐러드바]
그린샐러드, 토핑3종, 옥수수수염차
현미밥/백미밥, 포기김치/깍두기",2024년 3월 15일 오전 11:00
926901729,body,Kitchen B1,"금(석)
[COURSE1]
모듬어묵전골,잡곡밥,미니떡갈비조림,미역줄기볶음,얼갈이된장나물
713kcal(단백질: 32g)Na함량: 1178mg(염도: 0.8%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드, 과일푸딩
현미밥/백미밥, 포기김치/석박지",2024년 3월 15일 오후 6:12
926901731,body,kitchen B1,"[COURSE1]
나가사끼짬뽕,쌀밥(소),타코야끼,락교무침
943kcal(단백질: 38g)Na함량: 1157mg(염도: 0.5%)
[COURSE2]
소고기숙주볶음,잡곡밥,얼갈이된장국,쥐어채조림,고들빼기무침
680kcal(단백질: 36g)Na함량: 1176mg(염도: 0.8%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드,팝콘
현미밥/백미밥, 포기김치/깍두기",2024년 3월 18일 오전 10:58
926901731,comment,Kitchen B1,중식1코스 품절되었습니다.,3월 18일 오후 1:32
926901734,body,kitchen B1,"[COURSE1]
갓돈찌개,잡곡밥,미트볼채소조림,단호박타락묵,청경채나물
819kcal(단백질: 37g)Na함량: 1144mg(염도: 0.5%)
[COURSE2]
베이컨갈릭볶음밥,맑은팽이버섯국,새우까스&타르타르소스,마늘쫑무침
923kcal(단백질: 37g)Na함량: 1157mg(염도: 0.5%)
[샐러드바]
그린샐러드, 살사푸실리샐러드, 알새우칩
현미밥/백미밥, 포기김치/깍두기",2024년 3월 18일 오후 5:59
926901734,comment,Kitchen B1,석식2코스 품절되었습니다.,3월 18일 오후 7:57
926901735,body,Kitchen B1,"[COURSE1]
양지탕,잡곡밥,부추전,가지나물,파프리카우엉볶음
661kcal(단백질: 30g)Na함량: 1146mg(염도: 0.6%)
[COURSE2]
고구마치즈돈까스,양배추샐러드&케요네즈,쌀밥,크림수프,오이피클
938kcal(단백질: 37g)Na함량: 1142mg(염도: 0.6%)
[샐러드바]
그린샐러드, 연근샐러드, 초코쿠키
현미밥/백미밥, 배추겉절이/석박지",2024년 3월 19일 오전 10:57
926901735,comment,Kitchen B1,중식2코너 고구마치즈돈까스는 품절되었습니다.,3월 19일 오후 1:35
926901736,body,kitchen B1,"[COURSE1]
철판훈제오리볶음&구운양파,잡곡밥,김치국,시래기된장지짐,무쌈&머스타드소스
732kcal(단백질: 33g)Na함량: 1154mg(염도: 0.7%)
[COURSE2]
팟카파오무쌉&계란프라이,쌀국수국물,모듬춘권*칠리소스,양파초절임
687kcal(단백질: 27g)Na함량: 1134mg(염도: 0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑2종(시리얼,파인애플망고잼)
현미밥/백미밥, 포기김치/열무김치",2024년 3월 19일 오후 6:03
926901737,body,Kitchen B1,"[COURSE1]
돈목살김치찜,잡곡밥,건새우무국,사각어묵볶음,열무나물
626kcal(단백질: 31g)Na함량: 1174mg(염도: 0.8%)
[COURSE2]
치킨마요덮밥,유부장국,마카로니콘치즈구이,궁채장아찌
934kcal(단백질: 42g)Na함량: 1143mg(염도: 0.6%)
[샐러드바]
그린샐러드, 누룽지샐러드, 블루레몬에이드
현미밥/백미밥, 포기김치/열무김치",2024년 3월 20일 오전 11:00
926901739,body,kitchen B1,"[COURSE1]
우삼겹간장비빔국수,사골파국,오복지무침,단호박견과찜
816kcal(단백질: 33g)Na함량: 1164mg(염도: 0.7%)
[COURSE2]
뼈없는감자탕,잡곡밥,돈저냐구이,게맛살채소볶음,풋고추양파된장무침
925kcal(단백질: 44g)Na함량: 1178mg(염도: 0.8%)
[샐러드바]
그린샐러드, 코울슬로샐러드,건빵튀김
현미밥/백미밥, 포기김치/석박지",2024년 3월 20일 오후 5:46
926901741,body,Kitchen B1,"[COURSE1]
사골떡만두국,잡곡밥,오징어채소무침,고사리들깨나물,깐마늘장아찌
947kcal(단백질: 40g)Na함량: 1149mg(염도: 0.6%)
[COURSE2]
<헬시데이>숯불베지고추잡채덮밥,콩나물국,두부텐더강정,슬림단무지
658kcal(단백질: 28g)Na함량: 1151mg(염도: 0.7%)
[샐러드바]
그린샐러드, 요거트, 토핑2종(그레놀라&블루베리잼)
현미밥/백미밥, 포기김치/깍두기",2024년 3월 21일 오전 11:02
926901742,body,kitchen B1,"[COURSE1]
매콤제육두부조림,잡곡밥,호박새우젓국,느타리버섯볶음,고춧잎무침
628kcal(단백질: 28g)Na함량: 1182mg(염도: 0.8%)
[COURSE2]
옛날카레라이스,우동국물,돈육땅콩강정,양배추적채초절임
933kcal(단백질: 42g)Na함량: 1149mg(염도: 0.6%)
[샐러드바]
그린샐러드,이집트콩샐러드,옥수수차
현미밥/백미밥, 포기김치/깍두기",2024년 3월 21일 오후 6:05
926901744,body,Kitchen B1,"[COURSE1]
계란한알쫄면,꼬치어묵국,야채튀김,브로콜리참깨무침
795kcal(단백질: 32g)Na함량: 1179mg(염도: 0.8%)
[COURSE2]
고등어반마리구이,잡곡밥,우렁된장찌개,청포묵김가루무침,모듬채소겉절이
567kcal(단백질: 27g)Na함량: 1148mg(염도: 0.6%)
[샐러드바]
그린샐러드, 실곤약샐러드, 식혜
현미밥/백미밥, 포기김치/깍두기",2024년 3월 22일 오전 11:00
926901744,comment,Kitchen B1,중식1코스 야채튀김 대체로 갈비만두로 제공됩니다.,3월 22일 오후 1:06
926901744,comment,Kitchen B1,중식1코스 품절되었습니댜ㅏ,3월 22일 오후 1:43
926901745,body,kitchen B1,"[COURSE1]
닭곰탕,잡곡밥,비엔나소시지채소볶음,감자고추장조림,오이지무침
689kcal(단백질: 34g)Na함량: 1137mg(염도: 0.4%)
[샐러드바]
그린샐러드, 마카로니콘샐러드,계란과자
현미밥/백미밥, 포기김치/석박지",2024년 3월 22일 오후 6:08
926901748,body,Kitchen B1,"[COURSE1]
찹스테이크머쉬룸크림뇨끼,갈릭스틱브레드,지중해식샐러드&드레싱,오이피클,탄산음료
953kcal(단백질: 45g)Na함량: 1184mg(염도: 0.8%)
[COURSE2]
찹스테이크머쉬룸크림뇨끼,갈릭스틱브레드,지중해식샐러드&드레싱,오이피클,탄산음료
953kcal(단백질: 45g)Na함량: 1184mg(염도: 0.8%)
[샐러드바]
그린샐러드, 요거트푸딩
현미밥/백미밥, 포기김치/깍두기",2024년 3월 25일 오전 10:55
926901748,comment,kitchen B1,중식 1코스 갈릭스틱브레드 대체로 단호박샐러드가 제공됩니다,3월 25일 오후 1:34
926901748,comment,Kitchen B1,찹스테이크머쉬룸크림뇨끼 대체로 찹스테이크머쉬룸크림파스타가 제공됩니다,3월 25일 오후 1:58
926901749,body,kitchen B1,"[COURSE1]
생강장돼지불고기,잡곡밥,김치콩나물국,건새우무조림,맑은오이지무침
701kcal(단백질: 32g)Na함량: 1172mg(염도: 0.7%)
[COURSE2]
마파두부덮밥,계란파국,꿔바로우,짜사이무침
923kcal(단백질: 39g)Na함량: 1159mg(염도: 0.6%)
[샐러드바]
그린샐러드, 천사채샐러드, 떡볶이과자
현미밥/백미밥, 포기김치/열무김치",2024년 3월 25일 오후 5:56
926901749,comment,kitchen B1,석식 2코스 짜사이무침 대체로 무말랭이무침이 제공됩니다,3월 25일 오후 7:27
926901749,comment,kitchen B1,석식 2코스 품절되었습니다.,3월 25일 오후 7:42
926901750,body,Kitchen B1,"[COURSE1]
얼큰닭볶음탕,잡곡밥,사골파국,명엽채조림,삼색겨자채무침
851kcal(단백질: 43g)Na함량: 1133mg(염도: 0.4%)
[COURSE2]
야채듬뿍하이라이스,미소시루,찰도그롤,브로콜리통마늘볶음
789kcal(단백질: 30g)Na함량: 1143mg(염도: 0.5%)
[샐러드바]
그린샐러드, 모듬콩샐러드, 고구마스틱
현미밥/백미밥, 포기김치/석박지",2024년 3월 26일 오전 10:54
926901751,body,Kitchen B1,"[COURSE1]
황태해장국,잡곡밥,도톰완자전,탕평채,미역줄기볶음
643kcal(단백질: 31g)Na함량: 1185mg(염도: 0.8%)
[COURSE2]
잠발라야볶음밥,다시마무국,피쉬커틀릿*타르타르,쑥갓나물
951kcal(단백질: 45g)Na함량: 1165mg(염도: 0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2024년 3월 26일 오후 5:52
926901751,comment,kitchen B1,석식 2코스 잠발라야볶음밥은 품절되었습니다,3월 26일 오후 7:33
926901752,body,Kitchen B1,"[COURSE1]
미나리곰탕,잡곡밥,단호박전,둥근어묵깐풍조림,오징어젓무생채
897kcal(단백질: 38g)Na함량: 1153mg(염도: 0.5%)
[COURSE2]
참치마요데리야끼덮밥,어묵국,고로케*케첩,오복지무침
613kcal(단백질: 25g)Na함량: 1132mg(염도: 0.4%)
[샐러드바]
그린샐러드, 바나나, 참크래커
현미밥/백미밥, 포기김치/석박지",2024년 3월 27일 오전 10:56
926901753,body,Kitchen B1,"[COURSE1]
들깨칼국수,보리밥(소),어니언떡갈비,풀무원칼국수김치
923kcal(단백질: 35g)Na함량: 1167mg(염도: 0.7%)
[COURSE2]
취나물영양밥,근대된장국,돈채볶음,숙주나물,구운김*부추양념장
613kcal(단백질: 26g)Na함량: 1178mg(염도: 0.8%)
[샐러드바]
그린샐러드, 후르츠콘샐러드, 살구주스
현미밥/백미밥, 포기김치/갓김치",2024년 3월 27일 오후 5:55
926901753,comment,kitchen B1,석식 1코스 품절되었습니다.,3월 27일 오후 7:47
926901754,body,Kitchen B1,"[COURSE1]
스팸&두부구이&볶음김치삼합,잡곡밥,미역국,견과멸치볶음,콩자반조림
850kcal(단백질: 38g)Na함량: 1162mg(염도: 0.7%)
[COURSE2]
해물필라프,팽이버섯장국,치즈스틱,블루베리무피클
788kcal(단백질: 32g)Na함량: 1149mg(염도: 0.5%)
[샐러드바]
그린샐러드, 요거트,토핑3종
현미밥/백미밥, 포기김치/깍두기",2024년 3월 28일 오전 10:58
926901755,body,kitchen B1,"[COURSE1]
차돌된장찌개,잡곡밥,계란찜,사각어묵볶음,고구마순들깨나물
728kcal(단백질: 33g)Na함량: 1184mg(염도: 0.8%)
[COURSE2]
오야꼬동,맑은유부국,감자샐러드&요거트D,청경채마늘볶음
710kcal(단백질: 34g)Na함량: 1153mg(염도: 0.6%)
[샐러드바]
그린샐러드, 토핑3종,오렌지주스
현미밥/백미밥, 포기김치/석박지",2024년 3월 28일 오후 6:02
926901755,comment,Kitchen B1,석식1코스 차돌된장찌개 품절되었습니다,3월 28일 오후 7:50
926901756,body,Kitchen B1,"[COURSE1]
땡초우동,유부초밥,납작부침만두,한입단무지
789kcal(단백질: 30g)Na함량: 1145mg(염도: 0.5%)
[COURSE2]
닭보쌈,잡곡밥,수제비국,연근조림,쌈무*와사비마요
943kcal(단백질: 47g)Na함량: 1139mg(염도: 0.4%)
[샐러드바]
그린샐러드, 코울슬로샐러드, 둥글레차
현미밥/백미밥, 포기김치/석박지",2024년 3월 29일 오전 11:04
926901756,comment,Kitchen B1,중식1코너 땡초우동 품절되었습니다,3월 29일 오후 1:51
926901757,body,Kitchen B1,"[COURSE1]
전주콩나물국밥,잡곡밥,메추리알돈육장조림,미니새송이버섯볶음,마늘쫑무침
638kcal(단백질: 27g)Na함량: 1183mg(염도: 0.7%)
[샐러드바]
그린샐러드, 푸실리레몬샐러드, 허니꿀꽈배기
현미밥/백미밥, 포기김치/깍두기",2024년 3월 29일 오후 5:53
926901759,body,Kitchen B1,"[COURSE1]
설렁탕,잡곡밥,동그랑땡조림,숙주나물,깐마늘지무침
744kcal(단백질: 34g)Na함량: 1183mg(염도: 0.8%)
[COURSE2]
돈목살깍두기볶음밥,우동국물,집게맛살튀김*케첩,한입단무지
755kcal(단백질: 32g)Na함량: 1159mg(염도: 0.6%)
[샐러드바]
그린샐러드, 망고푸딩, 다시마튀각
현미밥/백미밥, 포기김치/깍두기",2024년 4월 1일 오전 11:05
926901759,comment,kitchen B1,중식 2코스 집게맛살튀김 대체로 오징어바튀김이 제공됩니다.,4월 1일 오후 1:10
926901760,body,kitchen B1,"[COURSE1]
철판백순대볶음,잡곡밥,김치국,감자조림,무쌈*순대양념장
953kcal(단백질: 38g)Na함량: 1179mg(염도: 0.7%)
[COURSE2]
소불고기달걀덮밥,다시마무채국,아게다시도후,락교무침
934kcal(단백질: 44g)Na함량: 1148mg(염도: 0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/석박지",2024년 4월 1일 오후 6:04
926901760,comment,Kitchen B1,석식1코너 감자조림에서 메추리알조림으로 변경되었습니다.,4월 1일 오후 7:46
926901760,comment,kitchen B1,석식 2코스 아게다시도후 대체로 고로케튀김이 제공됩니다,4월 1일 오후 7:51
926901761,body,Kitchen B1,"[COURSE1]
분짜플레터,&느억맘소스,쌀국수국물,후리가케밥,양파초절임
937kcal(단백질:40g)Na함량: 1133mg(염도: 0.6%)
[COURSE2]
닭개장,잡곡밥,해물미나리전,쥐어채볶음,미역레몬초무침
760kcal(단백질:38g)Na함량: 1159mg(염도: 0.7%)
[샐러드바]
그린샐러드, 모듬콩샐러드, 레몬차
현미밥/백미밥, 포기김치/깍두기",2024년 4월 2일 오전 10:56
926901762,body,kitchen B1,"[COURSE1]
볼락한마리구이,잡곡밥,청국장찌개,부들어묵볶음,양념깻잎지
897kcal(단백질: 45g)Na함량: 1142mg(염도: 0.5%)
[COURSE2]
장조림버터비빔밥,호박새우젓국,돈육강정,파프리카우엉볶음
916kcal(단백질: 41g)Na함량: 1158mg(염도: 0.6%)
[샐러드바]
그린샐러드, 살사푸실리샐러드, 자몽차
현미밥/백미밥, 배추겉절이/총각김치",2024년 4월 2일 오후 6:00
926901762,comment,kitchen B1,석식 1코스 볼락한마리구이는 품절되었습니다,4월 2일 오후 7:48
926901762,comment,Kitchen B1,석식2코스 장조림버터비빔밥에서 우삼겹볶음덮밥으로 변경되었습니다.,4월 2일 오후 8:10
926901763,body,Kitchen B1,"[COURSE1]
비프퀘사디아,&시즈닝감자튀김,크림수프,냉파스타샐러드,살사소스&사워크림
714kcal(단백질: 29g)Na함량: 1174mg(염도: 0.8%)
[COURSE2]
철판오징어떡볶음,잡곡밥,콩가루배추국,느타리버섯볶음,풀무원도시락김
606kcal(단백질: 26g)Na함량: 1165mg(염도: 0.7%)
[샐러드바]
그린샐러드, 멕시칸샐러드, 허니꿀짱
현미밥/백미밥, 포기김치/깍두기",2024년 4월 3일 오전 10:54
926901763,comment,kitchen B1,중식 2코스 느타리버섯볶음 대체로 반반콩자반이 제공됩니다.,4월 3일 오후 12:46
926901764,body,kitchen B1,"[COURSE1]
돼지국밥,잡곡밥,매콤두부조림,청경채나물,고들빼기무침
706kcal(단백질: 35g)Na함량: 1133mg(염도: 0.4%)
[COURSE2]
나시고랭볶음밥,맑은유부국,모듬춘권*칠리,양배추적채피클
908kcal(단백질: 41g)Na함량: 1162mg(염도: 0.7%)
[샐러드바]
그린샐러드, 후르츠콘샐러드, 건빵
현미밥/백미밥, 포기김치/석박지",2024년 4월 3일 오후 5:59
926901766,body,Kitchen B1,"[COURSE1]
식물성표고만두순두부찌개,잡곡밥,한식잡채,가지나물,다시마쌈*초고추장,화분요거트
782kcal(단백질: 33g)Na함량: 1157mg(염도: 0.6%)
[COURSE2]
일식채소카레&계란튀김,맑은팽이버섯국,감자샐러드,일식꼬들단무지,화분요거트
803kcal(단백질: 32g)Na함량: 1139mg(염도: 0.5%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드
현미밥/백미밥, 배추겉절이/열무김치",2024년 4월 4일 오전 10:59
926901766,comment,이동철(오버가이),순두부찌게 사진이 강렬한 빨강 😀,4월 4일 오전 11:30
926901766,comment,Kitchen B1,@이동철(오버가이) ㅎㅎㅎ강렬하네요🥵,4월 4일 오후 12:58
926901767,body,kitchen B1,"[COURSE1]
유부쑥갓잔치국수,후리가케주먹밥,고추튀김*초간장,무말랭이무침
913kcal(단백질: 34g)Na함량: 1142mg(염도: 0.5%)
[COURSE2]
뼈없는닭갈비,잡곡밥,미역국,콩나물무침,상추쌈*쌈장
863kcal(단백질: 39g)Na함량: 1159mg(염도: 0.6%)
[샐러드바]
그린샐러드, 쿠스쿠스샐러드, 식혜
현미밥/백미밥, 포기김치/깍두기",2024년 4월 4일 오후 5:54
926901767,comment,kitchen B1,"석식 2코스 상추쌈 대체로 무쌈이
제공됩니다",4월 4일 오후 7:42
926901768,body,Kitchen B1,"[COURSE1]
고사리해장국,잡곡밥,바싹김치전,열무나물,오이깍둑무침
915kcal(단백질: 41g)Na함량: 1179mg(염도: 0.8%)
[COURSE2]
시래기두루치기덮밥,계란파국,고구마맛탕,궁채장아찌
749kcal(단백질: 32g)Na함량: 1194mg(염도: 0.8%)
[샐러드바]
그린샐러드, 마카로니콘샐러드, 알새우칩
현미밥/백미밥, 포기김치/깍두기",2024년 4월 5일 오전 10:43
926901769,body,Kitchen B1,"[COURSE1]
불고기묵채비빔밥,수제비국,교자만두탕수,브로콜리맛살볶음,간장양념장
887kcal(단백질: 35g)Na함량: 1140mg(염도: 0.4%)
[샐러드바]
그린샐러드, 코울슬로샐러드, 팝콘
현미밥/백미밥, 포기김치/열무김치",2024년 4월 5일 오후 6:12
926901771,body,Kitchen B1,"[COURSE1]
안동찜닭,잡곡밥,근대된장국,우엉참깨무침,고사리들깨나물
923kcal(단백질: 45g)Na함량: 1159mg(염도: 0.6%)
[COURSE2]
소고기명란마요덮밥,맑은팽이버섯국,통살오징어링&칠리소스,브로콜리채소볶음
903kcal(단백질: 38g)Na함량: 1147mg(염도: 0.5%)
[샐러드바]
그린샐러드, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2024년 4월 8일 오전 10:52
926901771,comment,Kitchen B1,중식1코스 고사리들깨나물 대체로 궁채절임 제공됩니다,4월 8일 오후 1:19
926901772,body,kitchen B1,"[COURSE1]
곤드레버섯영양밥,돈육고추장찌개,메추리알장조림,삼색겨자채무침,
구운김*양념장
667kcal(단백질: 26g)Na함량: 1122mg(염도: 0.4%)
[COURSE2]
우삼겹매콤떡볶이,유부장국,모듬튀김,한입단무지
897kcal(단백질: 35g)Na함량: 1185mg(염도: 0.7%)
[샐러드바]
그린샐러드, 밀감푸딩, 다시마튀각
현미밥/백미밥, 포기김치/깍두기",2024년 4월 8일 오후 6:01
926901772,comment,kitchen B1,석식 1코스 품절되었습니다.,4월 8일 오후 7:34
926901773,body,Kitchen B1,"[COURSE1]
장터국밥,잡곡밥,미트볼채소조림,멸치견과볶음,청포묵김가루무침
861kcal(단백질: 37g)Na함량: 1182mg(염도: 0.8%)
[COURSE2]
중국식볶음밥&자장소스,계란파국,후르츠탕수육,짜사이무침
923kcal(단백질: 36g)Na함량: 1175mg(염도: 0.7%)
[샐러드바]
그린샐러드, 요거트,토핑2종
현미밥/백미밥, 포기김치/열무김치",2024년 4월 9일 오전 10:58
926901773,comment,Kitchen B1,중식2코스 중국식볶음밥&자장소스가 품절되었습니다,4월 9일 오후 1:30
926901774,body,kitchen B1,"[COURSE1]
해물야끼소바,미소시루,카레크로켓,락교&초생강
703kcal(단백질: 28g)Na함량: 1164mg(염도: 0.6%)
[COURSE2]
매콤제육볶음,잡곡밥,콩나물국,청경채나물,양배추쌈*쌈장
689kcal(단백질: 34g)Na함량: 1144mg(염도: 0.5%)
[샐러드바]
그린샐러드, 코울슬로샐러드,매실차
현미밥/백미밥, 배추겉절이/깍두기",2024년 4월 9일 오후 6:02
926901774,comment,Kitchen B1,석식2코너 제육볶음은 품절되었습니다.,4월 9일 오후 7:48
926901777,body,Kitchen B1,"[COURSE1]
참치김치찌개,잡곡밥,계란말이,미역줄기볶음,반반콩자반
798kcal(단백질: 38g)Na함량: 1179mg(염도: 0.8%)
[COURSE2]
경양식돈까스&데미소스,쌀밥,옥수수크림수프,모닝빵*딸기잼,오이피클
845kcal(단백질: 36g)Na함량: 1162mg(염도: 0.7%)
[샐러드바]
그린샐러드, 실곤약샐러드,알새우칩
현미밥/백미밥, 배추겉절이/석박지",2024년 4월 11일 오전 10:56
926901777,comment,Kitchen B1,중식 2코스 경양식돈까스&데미소스 품절되었습니다.,4월 11일 오후 1:35
926901780,body,kitchen B1,"[COURSE1]
소불고기버섯전골,잡곡밥,부추장떡,명엽채조림,마늘쫑무침
897kcal(단백질: 40g)Na함량: 1143mg(염도: 0.5%)
[COURSE2]
<석식신메뉴>그린빈삼겹덮밥,일식장국,단호박범벅,양배추적채초절임
931kcal(단백질: 42g)Na함량: 1161mg(염도: 0.7%)
[샐러드바]
그린샐러드, 요거트,토핑3종
현미밥/백미밥, 포기김치/갓김치",2024년 4월 11일 오후 5:50
926901780,comment,Kitchen B1,석식2코너 단호박범벅 대체찬으로 고구마샐러드가 제공됩니다.,4월 11일 오후 7:50
926901780,comment,Kitchen B1,석식1코너 명엽채조림에서 김자반볶음이 제공됩니다.,4월 11일 오후 7:51
926901781,body,Kitchen B1,"[COURSE1]
쫄우동,매운어묵김밥,쫀득이복만두,오복지무침
954kcal(단백질: 38g)Na함량: 1154mg(염도: 0.6%)
[COURSE2]
고갈비구이,잡곡밥,얼갈이된장국,탕평채,치커리겉절이
723kcal(단백질: 33g)Na함량: 1133mg(염도: 0.4%)
[샐러드바]
그린샐러드, 마카로니콘샐러드,바나나
현미밥/백미밥, 포기김치/깍두기",2024년 4월 12일 오전 10:54
926901781,comment,Kitchen B1,중식1코너 쫀득이복만두 -> 튀김만두로 변경되었습니다.,4월 12일 오후 1:14
926901781,comment,Kitchen B1,중식1코너 쫄우동 -> 유부가락국수로 변경되었습니다.,4월 12일 오후 1:20
926901782,body,Kitchen B1,"[COURSE1]
되비지찌개,잡곡밥,떡갈비구이&파채무침,알감자조림,양념고춧잎
785kcal(단백질: 31g)Na함량: 1132mg(염도: 0.4%)
[샐러드바]
그린샐러드,깨강정,식혜
현미밥/백미밥, 포기김치/열무김치",2024년 4월 12일 오후 5:51
926901784,body,Kitchen B1,"[COURSE1]
들깨북어콩나물해장국,잡곡밥,도톰완자전,감자채볶음,청경채겉절이
613kcal(단백질: 29g)Na함량: 1137mg(염도: 0.6%)
[COURSE2]
소보로비빔밥,우동장국,오징어핫바*케첩,한입단무지
715kcal(단백질: 30g)Na함량: 1160mg(염도: 0.7%)
[샐러드바]
그린샐러드, 망고푸딩, 알새우칩
현미밥/백미밥, 포기김치/깍두기",2024년 4월 15일 오전 10:58
926901784,comment,Kitchen B1,중식2코스 품절되었습니다,4월 15일 오후 1:37
926901785,body,kitchen B1,"[COURSE1]
소고기샤브샤브,잡곡밥,매콤두부조림,미역초절임,열무나물,&겨자장
741kcal(단백질: 35g)Na함량: 1162mg(염도: 0.7%)
[COURSE2]
중화풍버섯잡채덮밥,계란파국,목화솜탕수육,짜사이무침
836kcal(단백질: 36g)Na함량: 1179mg(염도: 0.8%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/열무김치",2024년 4월 15일 오후 6:01
926901785,comment,Kitchen B1,석식2코너 목화솜탕수육에서 꿔바로우로 변경되었습니다.,4월 15일 오후 7:37
926901785,comment,Kitchen B1,석식 2코너 품절되었습니다.,4월 15일 오후 7:46
926901786,body,Kitchen B1,"[COURSE1]
나가사끼짬뽕,쌀밥(소),타코야끼,락교무침
934kcal(단백질: 37g)Na함량: 1175mg(염도: 0.8%)
[COURSE2]
조기한마리구이,잡곡밥,냉이된장찌개,비엔나소시지볶음,양념깻잎지
802kcal(단백질: 38g)Na함량: 1129mg(염도: 0.6%)
[샐러드바]
그린샐러드,유자파스타샐러드,아이스티 
현미밥/백미밥, 포기김치/석박지",2024년 4월 16일 오전 11:05
926901786,comment,Kitchen B1,중식 2코스 조기한마리구이 대체로 볼락한마리구이가 제공됩니다,4월 16일 오후 1:03
926901789,body,kitchen B1,"[COURSE1]
뼈없는감자탕,잡곡밥,돈저냐구이,쑥갓나물,풋고추양파무침
926kcal(단백질: 46g)Na함량: 1182mg(염도: 0.8%)
[COURSE2]
가츠동돈부리,미소시루,과일샐러드,블루베리무피클
934kcal(단백질: 42g)Na함량: 1148mg(염도: 0.5%)
[샐러드바]
그린샐러드, 모듬콩샐러드,계란과자
현미밥/백미밥, 포기김치/깍두기",2024년 4월 16일 오후 5:39
926901789,comment,kitchen B1,석식 1코스 품절되었습니다.,4월 16일 오후 7:41
926901790,body,Kitchen B1,"[COURSE1]
꼬막영양밥,몽글몽글순두부탕,느타리버섯볶음,고들빼기무침,구운김*부추양념장
634kcal(단백질: 29g)Na함량: 1119mg(염도: 0.4%)
[COURSE2]
멜팅치즈핫도그,시즈닝감자튀김,&치킨텐더,옥수수코울슬로,탄산음료
941kcal(단백질: 38g)Na함량: 1165mg(염도: 0.7%)
[샐러드바]
그린샐러드, 요거트,토핑2종
현미밥/백미밥, 포기김치/깍두기",2024년 4월 17일 오전 11:02
926901790,comment,Kitchen B1,중식 1코스 느타리버섯볶음 대체로 반반콩자반이 제공됩니다.,4월 17일 오후 1:13
926901790,comment,Kitchen B1,중식 2코스 품절되었습니다.,4월 17일 오후 1:50
926901791,body,kitchen B1,"[COURSE1]
간장닭불고기,잡곡밥,콩가루배추국,도토리묵*어린잎,무쌈겨자채
923kcal(단백질: 46g)Na함량: 1149mg(염도: 0.6%)
[COURSE2]
스팸김치볶음밥&계란프라이,맑은팽이버섯국,교자만두강정,양배추적채초절임
766kcal(단백질: 34g)Na함량: 1189mg(염도: 0.8%)
[샐러드바]
그린샐러드, 천사채샐러드,오렌지주스
현미밥/백미밥, 포기김치/갓김치",2024년 4월 17일 오후 5:54
926901792,body,Kitchen B1,"[COURSE1]
참나물불고기파스타,토마토야채스튜,콥샐러드*시저D,오이피클
953kcal(단백질: 45g)Na함량: 1153mg(염도: 0.6%)
[COURSE2]
돼지불백&더덕구이,잡곡밥,두부김치국,우엉채볶음,상추쌈*쌈장
794kcal(단백질: 40g)Na함량: 1179mg(염도: 0.8%)
[샐러드바]
그린샐러드, 후르츠콘샐러드, 치즈팝콘
현미밥/백미밥, 배추겉절이/석박지",2024년 4월 18일 오전 11:00
926901792,comment,kitchen B1,중식 1코스 참나물불고기파스타는 품절되었습니다,4월 18일 오후 1:48
