post_no,type,writer,body,time,day,hour,day_of_week,course1,course1_kcal,course1_protein,course1_na,course2,course2_kcal,course2_protein,course2_na
926901697,body,Kitchen B1,"[COURSE1]매콤비빔막국수,사골파국,수제육전,참나물겉절이624kcal(단백질:31g)Na함량:1166mg(염도:0.7%)[COURSE2]돼지국밥,잡곡밥,오징어채소무침,탕평채,풋고추양파된장무침750kcal(단백질:38g)Na함량:1151mg(염도:0.6%)[샐러드바]그린샐러드,콩펜네샐러드,아이스티현미밥/백미밥,포기김치/깍두기",2024-02-28 10:58:00,2024-02-28,10:58,Wednesday,"매콤비빔막국수,사골파국,수제육전,참나물겉절이",624,31,1166.0,"돼지국밥,잡곡밥,오징어채소무침,탕평채,풋고추양파된장무침",750.0,38.0,1151.0
926901698,body,kitchen B1,"[COURSE1]소고기샤브샤브전골,잡곡밥,우엉파프리카볶음,단호박찜*견과시럽,샤브겨자장644kcal(단백질:24g)Na함량:1121mg(염도:0.5%)[COURSE2]소보로비빔밥,맑은유부국,견과닭강정,미니새송이버섯볶음687kcal(단백질:29g)Na함량:1128mg(염도:0.5%)[샐러드바]그린샐러드,실곤약샐러드,식혜현미밥/백미밥,포기김치/석박지",2024-02-28 18:01:00,2024-02-28,18:01,Wednesday,"소고기샤브샤브전골,잡곡밥,우엉파프리카볶음,단호박찜*견과시럽,샤브겨자장",644,24,1121.0,"소보로비빔밥,맑은유부국,견과닭강정,미니새송이버섯볶음",687.0,29.0,1128.0
926901699,body,Kitchen B1,"[COURSE1]순두부찌개,잡곡밥,어니언떡갈비구이,숙주나물무침,양념깻잎지756kcal(단백질:34g)Na함량:1128mg(염도:0.5%)[COURSE2]경양식미트볼오므라이스,맑은팽이버섯국,오지치즈프라이,양배추적채초절임916kcal(단백질:39g)Na함량:1139mg(염도:0.6%)[샐러드바]그린샐러드,토핑3종현미밥/백미밥,포기김치/석박지",2024-02-29 10:53:00,2024-02-29,10:53,Thursday,"순두부찌개,잡곡밥,어니언떡갈비구이,숙주나물무침,양념깻잎지",756,34,1128.0,"경양식미트볼오므라이스,맑은팽이버섯국,오지치즈프라이,양배추적채초절임",916.0,39.0,1139.0
926901700,body,Kitchen B1,"[COURSE1]나주곰탕,잡곡밥,계란간장조림,사각어묵볶음,맑은오이지무침702kcal(단백질:32g)Na함량:1149mg(염도:0.7%)[COURSE2]야채듬뿍하이라이스&그릴소시지,우동국물,고구마샐러드,블루베리무피클928kcal(단백질:37g)Na함량:1126mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑2종현미밥/백미밥,포기김치/깍두기",2024-02-29 17:57:00,2024-02-29,17:57,Thursday,"나주곰탕,잡곡밥,계란간장조림,사각어묵볶음,맑은오이지무침",702,32,1149.0,"야채듬뿍하이라이스&그릴소시지,우동국물,고구마샐러드,블루베리무피클",928.0,37.0,1126.0
926901702,body,Kitchen B1,"[COURSE1]짜글이찌개,쌀밥&계란프라이,콩나물무침,김자반볶음,궁채절임793kcal(단백질:34g)Na함량:1142mg(염도:0.5%)[COURSE2]돈까스마요덮밥,유부국,옥수수범벅,블루베리무피클737kcal(단백질:29g)Na함량:1157mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/깍두기",2024-03-04 10:48:00,2024-03-04,10:48,Monday,"짜글이찌개,쌀밥&계란프라이,콩나물무침,김자반볶음,궁채절임",793,34,1142.0,"돈까스마요덮밥,유부국,옥수수범벅,블루베리무피클",737.0,29.0,1157.0
926901703,body,kitchen B1,"[COURSE1]고사리알리오올리오,크림수프,미니그릴함박&구운채소,오이피클653kcal(단백질:28g)Na함량:1132mg(염도:0.4%)[COURSE2]안동국밥,잡곡밥,감자채전,들깨무나물,고춧잎무침687kcal(단백질:30g)Na함량:1148mg(염도:0.5%)[샐러드바]그린샐러드,망고푸딩,매실차현미밥/백미밥,포기김치/석박지",2024-03-04 18:00:00,2024-03-04,18:00,Monday,"고사리알리오올리오,크림수프,미니그릴함박&구운채소,오이피클",653,28,1132.0,"안동국밥,잡곡밥,감자채전,들깨무나물,고춧잎무침",687.0,30.0,1148.0
926901705,body,Kitchen B1,"[COURSE1]<경칩보양식>누룽지닭다리백숙,도토리묵채소무침,직접담근동치미,소금후추614kcal(단백질:31g)Na함량:1154mg(염도:0.6%)[COURSE2]<경칩보양식>봄나물돌솥비빔밥,냉이된장국,바싹불고기,고구마맛탕,비빔밥고추장923kcal(단백질:41g)Na함량:1132mg(염도:0.5%)[샐러드바]그린샐러드,오렌지,다시마튀각현미밥/백미밥,포기김치/열무김치",2024-03-05 10:46:00,2024-03-05,10:46,Tuesday,"<경칩보양식>누룽지닭다리백숙,도토리묵채소무침,직접담근동치미,소금후추",614,31,1154.0,"<경칩보양식>봄나물돌솥비빔밥,냉이된장국,바싹불고기,고구마맛탕,비빔밥고추장",923.0,41.0,1132.0
926901706,body,kitchen B1,"[COURSE1]철판오징어볶음&소면사리,잡곡밥,다시마무채국,쑥갓나물,우엉파프리카조림919kcal(단백질:37g)Na함량:1173mg(염도:0.8%)[COURSE2]일식카레덮밥&새우튀김,우동국물,과일샐러드,락교&초생강780kcal(단백질:33g)Na함량:1146mg(염도:0.6%)[샐러드바]그린샐러드,이집트콩샐러드,나쵸현미밥/백미밥,포기김치/깍두기",2024-03-05 17:59:00,2024-03-05,17:59,Tuesday,"철판오징어볶음&소면사리,잡곡밥,다시마무채국,쑥갓나물,우엉파프리카조림",919,37,1173.0,"일식카레덮밥&새우튀김,우동국물,과일샐러드,락교&초생강",780.0,33.0,1146.0
926901707,body,Kitchen B1,"[COURSE1]설렁탕,잡곡밥,녹두전*초간장,얼갈이나물,고들빼기무침756kcal(단백질:32g)Na함량:1163mg(염도:0.7%)[COURSE2]스팸김치볶음밥,맑은팽이버섯국,찰도그롤,오복지무침887kcal(단백질:33g)Na함량:1183mg(염도:0.8%)[샐러드바]그린샐러드,토핑3종(시리얼,완두콩,옥수수)현미밥/백미밥,배추겉절이/깍두기",2024-03-06 10:54:00,2024-03-06,10:54,Wednesday,"설렁탕,잡곡밥,녹두전*초간장,얼갈이나물,고들빼기무침",756,32,1163.0,"스팸김치볶음밥,맑은팽이버섯국,찰도그롤,오복지무침",887.0,33.0,1183.0
926901708,body,kitchen B1,"[COURSE1]동태지리탕,잡곡밥,모듬장조림,호박새우젓볶음,미역레몬초무침623kcal(단백질:31g)Na함량:1149mg(염도:0.5%)[COURSE2]계란한알떡볶이,어묵국,순대찜*소금,한입단무지632kcal(단백질:25g)Na함량:1139mg(염도:0.4%)[샐러드바]그린샐러드,마카로니콘샐러드,오미자차현미밥/백미밥,포기김치/열무김치",2024-03-06 17:57:00,2024-03-06,17:57,Wednesday,"동태지리탕,잡곡밥,모듬장조림,호박새우젓볶음,미역레몬초무침",623,31,1149.0,"계란한알떡볶이,어묵국,순대찜*소금,한입단무지",632.0,25.0,1139.0
926901710,body,Kitchen B1,"[COURSE1]<맛대맛>돈목살간짜장면,계란파국,후르츠탕수육,짜사이무침938kcal(단백질:45g)Na함량:1163mg(염도:0.7%)[COURSE2]<맛대맛>뚝배기소고기짬뽕탕,쌀밥,후르츠탕수육,짜사이무침949kcal(단백질:40g)Na함량:1186mg(염도:0.8%)[샐러드바]그린샐러드,렌틸콩유자샐러드,살구주스현미밥/백미밥,포기김치/석박지",2024-03-07 11:02:00,2024-03-07,11:02,Thursday,"<맛대맛>돈목살간짜장면,계란파국,후르츠탕수육,짜사이무침",938,45,1163.0,"<맛대맛>뚝배기소고기짬뽕탕,쌀밥,후르츠탕수육,짜사이무침",949.0,40.0,1186.0
926901712,body,kitchen B1,"[COURSE1]돈육매실청불고기,잡곡밥,두부김치국,미니새송이버섯볶음,양배추쌈*쌈장704kcal(단백질:35g)Na함량:1172mg(염도:0.8%)[COURSE2]삼색야끼도리덮밥,미소시루,고로케*케첩,깐마늘무침875kcal(단백질:44g)Na함량:1171mg(염도:0.8%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/깍두기",2024-03-07 17:55:00,2024-03-07,17:55,Thursday,"돈육매실청불고기,잡곡밥,두부김치국,미니새송이버섯볶음,양배추쌈*쌈장",704,35,1172.0,"삼색야끼도리덮밥,미소시루,고로케*케첩,깐마늘무침",875.0,44.0,1171.0
926901713,body,Kitchen B1,"[COURSE1]치킨퀘사디아,시즈닝감자튀김,적채무피클,탄산음료703kcal(단백질:30g)Na함량:1142mg(염도:0.6%)[COURSE2]꼬막영양밥&부추양념장,몽글몽글순두부탕,배추메밀전,둥근어묵깐풍볶음,궁채절임786kcal(단백질:35g)Na함량:1122mg(염도:0.4%)[샐러드바]그린샐러드,칠리파스타샐러드,참깨크래커현미밥/백미밥,포기김치/깍두기",2024-03-08 10:55:00,2024-03-08,10:55,Friday,"치킨퀘사디아,시즈닝감자튀김,적채무피클,탄산음료",703,30,1142.0,"꼬막영양밥&부추양념장,몽글몽글순두부탕,배추메밀전,둥근어묵깐풍볶음,궁채절임",786.0,35.0,1122.0
926901714,body,kitchen B1,"[COURSE1]뚝배기수제비,잡곡밥(소),너비아니구이,브로콜리맛살볶음,무말랭이무침765kcal(단백질:31g)Na함량:1152mg(염도:0.6%)[샐러드바]그린샐러드,천사채샐러드,아이스티현미밥/백미밥,포기김치/석박지",2024-03-08 17:55:00,2024-03-08,17:55,Friday,"뚝배기수제비,잡곡밥(소),너비아니구이,브로콜리맛살볶음,무말랭이무침",765,31,1152.0,NaN,NaN,NaN,NaN
926901716,body,Kitchen B1,"[COURSE1]소고기미역국,잡곡밥,깻잎어묵전,건새우매콤무조림,견과멸치볶음623kcal(단백질:25g)Na함량:1151mg(염도:0.6%)[COURSE2]불맛치즈제육덮밥,호박양파국,집게맛살튀김*케첩,치커리유자청무침932kcal(단백질:47g)Na함량:1164mg(염도:0.7%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/깍두기",2024-03-11 11:07:00,2024-03-11,11:07,Monday,"소고기미역국,잡곡밥,깻잎어묵전,건새우매콤무조림,견과멸치볶음",623,25,1151.0,"불맛치즈제육덮밥,호박양파국,집게맛살튀김*케첩,치커리유자청무침",932.0,47.0,1164.0
926901717,body,kitchen B1,"[COURSE1]열무비빔국수,사골파국,교자만두찜,양파간장초절임936kcal(단백질:37g)Na함량:1132mg(염도:0.5%)[COURSE2]순대국밥,잡곡밥,바싹김치전,감자채볶음,양념고추지무침809kcal(단백질:30g)Na함량:1126mg(염도:0.4%)[샐러드바]그린샐러드,후르츠콘샐러드,자몽차현미밥/백미밥,포기김치/석박지",2024-03-11 18:01:00,2024-03-11,18:01,Monday,"열무비빔국수,사골파국,교자만두찜,양파간장초절임",936,37,1132.0,"순대국밥,잡곡밥,바싹김치전,감자채볶음,양념고추지무침",809.0,30.0,1126.0
926901718,body,Kitchen B1,"[COURSE1]시래기되비지찌개,잡곡밥,야채계란말이,탕평채,연근땅콩조림835kcal(단백질:42g)Na함량:1181mg(염도:0.8%)[COURSE2]몽골리안치킨덮밥,맑은유부국,단호박견과샐러드,브로콜리참깨무침941kcal(단백질:40g)Na함량:1135mg(염도:0.5%)[샐러드바]그린샐러드,멕시칸샐러드,수정과현미밥/백미밥,포기김치/갓김치",2024-03-12 10:53:00,2024-03-12,10:53,Tuesday,"시래기되비지찌개,잡곡밥,야채계란말이,탕평채,연근땅콩조림",835,42,1181.0,"몽골리안치킨덮밥,맑은유부국,단호박견과샐러드,브로콜리참깨무침",941.0,40.0,1135.0
926901719,body,Kitchen B1,"[COURSE1]참치김치찌개,잡곡밥,한식잡채,고구마순들깨나물,풀무원조미김634kcal(단백질:25g)Na함량:1176mg(염도:0.8%)[COURSE2]산채들기름볶음밥,팽이버섯장국,미니돈까스조림,맑은오이지무침,약고추장788kcal(단백질:30g)Na함량:1139mg(염도:0.5%)[샐러드바]그린샐러드,살사푸실리샐러드,깨강정현미밥/백미밥,포기김치/깍두기",2024-03-12 17:45:00,2024-03-12,17:45,Tuesday,"참치김치찌개,잡곡밥,한식잡채,고구마순들깨나물,풀무원조미김",634,25,1176.0,"산채들기름볶음밥,팽이버섯장국,미니돈까스조림,맑은오이지무침,약고추장",788.0,30.0,1139.0
926901721,body,Kitchen B1,"[COURSE1]베트남소고기쌀국수,짜조&어린잎,레몬양파피클,해선장&칠리소스826kcal(단백질:35g)Na함량:1152mg(염도:0.6%)[COURSE2]두절가자미구이,잡곡밥,청국장찌개,부들어묵볶음,다시마쌈*초고추장648kcal(단백질:29g)Na함량:1122mg(염도:0.4%)[샐러드바]그린샐러드,바나나,참크래커현미밥/백미밥,배추겉절이/깍두기",2024-03-13 10:58:00,2024-03-13,10:58,Wednesday,"베트남소고기쌀국수,짜조&어린잎,레몬양파피클,해선장&칠리소스",826,35,1152.0,"두절가자미구이,잡곡밥,청국장찌개,부들어묵볶음,다시마쌈*초고추장",648.0,29.0,1122.0
926901722,body,kitchen B1,"[COURSE1]육개장,잡곡밥,동그랑땡조림,모듬콩자반,청경채나물692kcal(단백질:35g)Na함량:1169mg(염도:0.7%)[COURSE2]지파이버거,&어니언링튀김,콘샐러드,탄산음료868kcal(단백질:35g)Na함량:1176mg(염도:0.8%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/석박지",2024-03-13 18:01:00,2024-03-13,18:01,Wednesday,"육개장,잡곡밥,동그랑땡조림,모듬콩자반,청경채나물",692,35,1169.0,"지파이버거,&어니언링튀김,콘샐러드,탄산음료",868.0,35.0,1176.0
926901723,body,Kitchen B1,"[COURSE1]토마토리조또&그릴소시지,글레이즈드모닝빵,오이피클,탄산음료937kcal(단백질:37g)Na함량:1164mg(염도:0.7%)[COURSE2]묵은지닭두루치기,잡곡밥,근대된장국,느타리버섯볶음,삼색겨자냉채770kcal(단백질:31g)Na함량:1156mg(염도:0.6%)[샐러드바]그린샐러드,모듬콩샐러드,알새우칩현미밥/백미밥,포기김치/깍두기",2024-03-14 10:52:00,2024-03-14,10:52,Thursday,"토마토리조또&그릴소시지,글레이즈드모닝빵,오이피클,탄산음료",937,37,1164.0,"묵은지닭두루치기,잡곡밥,근대된장국,느타리버섯볶음,삼색겨자냉채",770.0,31.0,1156.0
926901726,body,kitchen B1,"[COURSE1]<석식NEW>명란크림우동,우동국물,가라아게튀김,초생강*락교923kcal(단백질:37g)Na함량:1143mg(염도:0.5%)[COURSE2]사골우거지탕,잡곡밥,옛날소시지전*케첩,명엽채볶음,양념깻잎지727kcal(단백질:33g)Na함량:1183mg(염도:0.8%)[샐러드바]그린샐러드,실곤약샐러드,다시마튀각현미밥/백미밥,포기김치/열무김치",2024-03-14 18:03:00,2024-03-14,18:03,Thursday,"<석식NEW>명란크림우동,우동국물,가라아게튀김,초생강*락교",923,37,1143.0,"사골우거지탕,잡곡밥,옛날소시지전*케첩,명엽채볶음,양념깻잎지",727.0,33.0,1183.0
926901727,body,Kitchen B1,"[COURSE1]돼지양념구이,잡곡밥,콩가루배추국,숙주나물,상추쌈*쌈장844kcal(단백질:42g)Na함량:1148mg(염도:0.5%)[COURSE2]소고기미나리볶음밥,미소시루,카레크로켓,마늘쫑무침843kcal(단백질:34g)Na함량:1128mg(염도:0.4%)[샐러드바]그린샐러드,토핑3종,옥수수수염차현미밥/백미밥,포기김치/깍두기",2024-03-15 11:00:00,2024-03-15,11:00,Friday,"돼지양념구이,잡곡밥,콩가루배추국,숙주나물,상추쌈*쌈장",844,42,1148.0,"소고기미나리볶음밥,미소시루,카레크로켓,마늘쫑무침",843.0,34.0,1128.0
926901729,body,Kitchen B1,"금(석)[COURSE1]모듬어묵전골,잡곡밥,미니떡갈비조림,미역줄기볶음,얼갈이된장나물713kcal(단백질:32g)Na함량:1178mg(염도:0.8%)[샐러드바]그린샐러드,렌틸콩유자샐러드,과일푸딩현미밥/백미밥,포기김치/석박지",2024-03-15 18:12:00,2024-03-15,18:12,Friday,"모듬어묵전골,잡곡밥,미니떡갈비조림,미역줄기볶음,얼갈이된장나물",713,32,1178.0,NaN,NaN,NaN,NaN
926901731,body,kitchen B1,"[COURSE1]나가사끼짬뽕,쌀밥(소),타코야끼,락교무침943kcal(단백질:38g)Na함량:1157mg(염도:0.5%)[COURSE2]소고기숙주볶음,잡곡밥,얼갈이된장국,쥐어채조림,고들빼기무침680kcal(단백질:36g)Na함량:1176mg(염도:0.8%)[샐러드바]그린샐러드,렌틸콩유자샐러드,팝콘현미밥/백미밥,포기김치/깍두기",2024-03-18 10:58:00,2024-03-18,10:58,Monday,"나가사끼짬뽕,쌀밥(소),타코야끼,락교무침",943,38,1157.0,"소고기숙주볶음,잡곡밥,얼갈이된장국,쥐어채조림,고들빼기무침",680.0,36.0,1176.0
926901734,body,kitchen B1,"[COURSE1]갓돈찌개,잡곡밥,미트볼채소조림,단호박타락묵,청경채나물819kcal(단백질:37g)Na함량:1144mg(염도:0.5%)[COURSE2]베이컨갈릭볶음밥,맑은팽이버섯국,새우까스&타르타르소스,마늘쫑무침923kcal(단백질:37g)Na함량:1157mg(염도:0.5%)[샐러드바]그린샐러드,살사푸실리샐러드,알새우칩현미밥/백미밥,포기김치/깍두기",2024-03-18 17:59:00,2024-03-18,17:59,Monday,"갓돈찌개,잡곡밥,미트볼채소조림,단호박타락묵,청경채나물",819,37,1144.0,"베이컨갈릭볶음밥,맑은팽이버섯국,새우까스&타르타르소스,마늘쫑무침",923.0,37.0,1157.0
926901735,body,Kitchen B1,"[COURSE1]양지탕,잡곡밥,부추전,가지나물,파프리카우엉볶음661kcal(단백질:30g)Na함량:1146mg(염도:0.6%)[COURSE2]고구마치즈돈까스,양배추샐러드&케요네즈,쌀밥,크림수프,오이피클938kcal(단백질:37g)Na함량:1142mg(염도:0.6%)[샐러드바]그린샐러드,연근샐러드,초코쿠키현미밥/백미밥,배추겉절이/석박지",2024-03-19 10:57:00,2024-03-19,10:57,Tuesday,"양지탕,잡곡밥,부추전,가지나물,파프리카우엉볶음",661,30,1146.0,"고구마치즈돈까스,양배추샐러드&케요네즈,쌀밥,크림수프,오이피클",938.0,37.0,1142.0
926901736,body,kitchen B1,"[COURSE1]철판훈제오리볶음&구운양파,잡곡밥,김치국,시래기된장지짐,무쌈&머스타드소스732kcal(단백질:33g)Na함량:1154mg(염도:0.7%)[COURSE2]팟카파오무쌉&계란프라이,쌀국수국물,모듬춘권*칠리소스,양파초절임687kcal(단백질:27g)Na함량:1134mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑2종(시리얼,파인애플망고잼)현미밥/백미밥,포기김치/열무김치",2024-03-19 18:03:00,2024-03-19,18:03,Tuesday,"철판훈제오리볶음&구운양파,잡곡밥,김치국,시래기된장지짐,무쌈&머스타드소스",732,33,1154.0,"팟카파오무쌉&계란프라이,쌀국수국물,모듬춘권*칠리소스,양파초절임",687.0,27.0,1134.0
926901737,body,Kitchen B1,"[COURSE1]돈목살김치찜,잡곡밥,건새우무국,사각어묵볶음,열무나물626kcal(단백질:31g)Na함량:1174mg(염도:0.8%)[COURSE2]치킨마요덮밥,유부장국,마카로니콘치즈구이,궁채장아찌934kcal(단백질:42g)Na함량:1143mg(염도:0.6%)[샐러드바]그린샐러드,누룽지샐러드,블루레몬에이드현미밥/백미밥,포기김치/열무김치",2024-03-20 11:00:00,2024-03-20,11:00,Wednesday,"돈목살김치찜,잡곡밥,건새우무국,사각어묵볶음,열무나물",626,31,1174.0,"치킨마요덮밥,유부장국,마카로니콘치즈구이,궁채장아찌",934.0,42.0,1143.0
926901739,body,kitchen B1,"[COURSE1]우삼겹간장비빔국수,사골파국,오복지무침,단호박견과찜816kcal(단백질:33g)Na함량:1164mg(염도:0.7%)[COURSE2]뼈없는감자탕,잡곡밥,돈저냐구이,게맛살채소볶음,풋고추양파된장무침925kcal(단백질:44g)Na함량:1178mg(염도:0.8%)[샐러드바]그린샐러드,코울슬로샐러드,건빵튀김현미밥/백미밥,포기김치/석박지",2024-03-20 17:46:00,2024-03-20,17:46,Wednesday,"우삼겹간장비빔국수,사골파국,오복지무침,단호박견과찜",816,33,1164.0,"뼈없는감자탕,잡곡밥,돈저냐구이,게맛살채소볶음,풋고추양파된장무침",925.0,44.0,1178.0
926901741,body,Kitchen B1,"[COURSE1]사골떡만두국,잡곡밥,오징어채소무침,고사리들깨나물,깐마늘장아찌947kcal(단백질:40g)Na함량:1149mg(염도:0.6%)[COURSE2]<헬시데이>숯불베지고추잡채덮밥,콩나물국,두부텐더강정,슬림단무지658kcal(단백질:28g)Na함량:1151mg(염도:0.7%)[샐러드바]그린샐러드,요거트,토핑2종(그레놀라&블루베리잼)현미밥/백미밥,포기김치/깍두기",2024-03-21 11:02:00,2024-03-21,11:02,Thursday,"사골떡만두국,잡곡밥,오징어채소무침,고사리들깨나물,깐마늘장아찌",947,40,1149.0,"<헬시데이>숯불베지고추잡채덮밥,콩나물국,두부텐더강정,슬림단무지",658.0,28.0,1151.0
926901742,body,kitchen B1,"[COURSE1]매콤제육두부조림,잡곡밥,호박새우젓국,느타리버섯볶음,고춧잎무침628kcal(단백질:28g)Na함량:1182mg(염도:0.8%)[COURSE2]옛날카레라이스,우동국물,돈육땅콩강정,양배추적채초절임933kcal(단백질:42g)Na함량:1149mg(염도:0.6%)[샐러드바]그린샐러드,이집트콩샐러드,옥수수차현미밥/백미밥,포기김치/깍두기",2024-03-21 18:05:00,2024-03-21,18:05,Thursday,"매콤제육두부조림,잡곡밥,호박새우젓국,느타리버섯볶음,고춧잎무침",628,28,1182.0,"옛날카레라이스,우동국물,돈육땅콩강정,양배추적채초절임",933.0,42.0,1149.0
926901744,body,Kitchen B1,"[COURSE1]계란한알쫄면,꼬치어묵국,야채튀김,브로콜리참깨무침795kcal(단백질:32g)Na함량:1179mg(염도:0.8%)[COURSE2]고등어반마리구이,잡곡밥,우렁된장찌개,청포묵김가루무침,모듬채소겉절이567kcal(단백질:27g)Na함량:1148mg(염도:0.6%)[샐러드바]그린샐러드,실곤약샐러드,식혜현미밥/백미밥,포기김치/깍두기",2024-03-22 11:00:00,2024-03-22,11:00,Friday,"계란한알쫄면,꼬치어묵국,야채튀김,브로콜리참깨무침",795,32,1179.0,"고등어반마리구이,잡곡밥,우렁된장찌개,청포묵김가루무침,모듬채소겉절이",567.0,27.0,1148.0
926901745,body,kitchen B1,"[COURSE1]닭곰탕,잡곡밥,비엔나소시지채소볶음,감자고추장조림,오이지무침689kcal(단백질:34g)Na함량:1137mg(염도:0.4%)[샐러드바]그린샐러드,마카로니콘샐러드,계란과자현미밥/백미밥,포기김치/석박지",2024-03-22 18:08:00,2024-03-22,18:08,Friday,"닭곰탕,잡곡밥,비엔나소시지채소볶음,감자고추장조림,오이지무침",689,34,1137.0,NaN,NaN,NaN,NaN
926901748,body,Kitchen B1,"[COURSE1]찹스테이크머쉬룸크림뇨끼,갈릭스틱브레드,지중해식샐러드&드레싱,오이피클,탄산음료953kcal(단백질:45g)Na함량:1184mg(염도:0.8%)[COURSE2]찹스테이크머쉬룸크림뇨끼,갈릭스틱브레드,지중해식샐러드&드레싱,오이피클,탄산음료953kcal(단백질:45g)Na함량:1184mg(염도:0.8%)[샐러드바]그린샐러드,요거트푸딩현미밥/백미밥,포기김치/깍두기",2024-03-25 10:55:00,2024-03-25,10:55,Monday,"찹스테이크머쉬룸크림뇨끼,갈릭스틱브레드,지중해식샐러드&드레싱,오이피클,탄산음료",953,45,1184.0,"찹스테이크머쉬룸크림뇨끼,갈릭스틱브레드,지중해식샐러드&드레싱,오이피클,탄산음료",953.0,45.0,1184.0
926901749,body,kitchen B1,"[COURSE1]생강장돼지불고기,잡곡밥,김치콩나물국,건새우무조림,맑은오이지무침701kcal(단백질:32g)Na함량:1172mg(염도:0.7%)[COURSE2]마파두부덮밥,계란파국,꿔바로우,짜사이무침923kcal(단백질:39g)Na함량:1159mg(염도:0.6%)[샐러드바]그린샐러드,천사채샐러드,떡볶이과자현미밥/백미밥,포기김치/열무김치",2024-03-25 17:56:00,2024-03-25,17:56,Monday,"생강장돼지불고기,잡곡밥,김치콩나물국,건새우무조림,맑은오이지무침",701,32,1172.0,"마파두부덮밥,계란파국,꿔바로우,짜사이무침",923.0,39.0,1159.0
926901750,body,Kitchen B1,"[COURSE1]얼큰닭볶음탕,잡곡밥,사골파국,명엽채조림,삼색겨자채무침851kcal(단백질:43g)Na함량:1133mg(염도:0.4%)[COURSE2]야채듬뿍하이라이스,미소시루,찰도그롤,브로콜리통마늘볶음789kcal(단백질:30g)Na함량:1143mg(염도:0.5%)[샐러드바]그린샐러드,모듬콩샐러드,고구마스틱현미밥/백미밥,포기김치/석박지",2024-03-26 10:54:00,2024-03-26,10:54,Tuesday,"얼큰닭볶음탕,잡곡밥,사골파국,명엽채조림,삼색겨자채무침",851,43,1133.0,"야채듬뿍하이라이스,미소시루,찰도그롤,브로콜리통마늘볶음",789.0,30.0,1143.0
926901751,body,Kitchen B1,"[COURSE1]황태해장국,잡곡밥,도톰완자전,탕평채,미역줄기볶음643kcal(단백질:31g)Na함량:1185mg(염도:0.8%)[COURSE2]잠발라야볶음밥,다시마무국,피쉬커틀릿*타르타르,쑥갓나물951kcal(단백질:45g)Na함량:1165mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/깍두기",2024-03-26 17:52:00,2024-03-26,17:52,Tuesday,"황태해장국,잡곡밥,도톰완자전,탕평채,미역줄기볶음",643,31,1185.0,"잠발라야볶음밥,다시마무국,피쉬커틀릿*타르타르,쑥갓나물",951.0,45.0,1165.0
926901752,body,Kitchen B1,"[COURSE1]미나리곰탕,잡곡밥,단호박전,둥근어묵깐풍조림,오징어젓무생채897kcal(단백질:38g)Na함량:1153mg(염도:0.5%)[COURSE2]참치마요데리야끼덮밥,어묵국,고로케*케첩,오복지무침613kcal(단백질:25g)Na함량:1132mg(염도:0.4%)[샐러드바]그린샐러드,바나나,참크래커현미밥/백미밥,포기김치/석박지",2024-03-27 10:56:00,2024-03-27,10:56,Wednesday,"미나리곰탕,잡곡밥,단호박전,둥근어묵깐풍조림,오징어젓무생채",897,38,1153.0,"참치마요데리야끼덮밥,어묵국,고로케*케첩,오복지무침",613.0,25.0,1132.0
926901753,body,Kitchen B1,"[COURSE1]들깨칼국수,보리밥(소),어니언떡갈비,풀무원칼국수김치923kcal(단백질:35g)Na함량:1167mg(염도:0.7%)[COURSE2]취나물영양밥,근대된장국,돈채볶음,숙주나물,구운김*부추양념장613kcal(단백질:26g)Na함량:1178mg(염도:0.8%)[샐러드바]그린샐러드,후르츠콘샐러드,살구주스현미밥/백미밥,포기김치/갓김치",2024-03-27 17:55:00,2024-03-27,17:55,Wednesday,"들깨칼국수,보리밥(소),어니언떡갈비,풀무원칼국수김치",923,35,1167.0,"취나물영양밥,근대된장국,돈채볶음,숙주나물,구운김*부추양념장",613.0,26.0,1178.0
926901754,body,Kitchen B1,"[COURSE1]스팸&두부구이&볶음김치삼합,잡곡밥,미역국,견과멸치볶음,콩자반조림850kcal(단백질:38g)Na함량:1162mg(염도:0.7%)[COURSE2]해물필라프,팽이버섯장국,치즈스틱,블루베리무피클788kcal(단백질:32g)Na함량:1149mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/깍두기",2024-03-28 10:58:00,2024-03-28,10:58,Thursday,"스팸&두부구이&볶음김치삼합,잡곡밥,미역국,견과멸치볶음,콩자반조림",850,38,1162.0,"해물필라프,팽이버섯장국,치즈스틱,블루베리무피클",788.0,32.0,1149.0
